week,area,countingDirection,name,timestamp,is_holiday,is_edge_holiday
木曜,plaza_left_near,rightleft_bottomtop,car,89.3,0.1,0.1
金曜,plaza_left_near,rightleft_bottomtop,car,96.11111111111111,0.1111111111111111,0.8888888888888888
土曜,plaza_left_near,rightleft_bottomtop,car,88.0,1.0,0.0
日曜,plaza_left_near,rightleft_bottomtop,car,78.4,1.0,0.0
月曜,plaza_left_near,rightleft_bottomtop,motorbike,8.555555555555555,0.1111111111111111,0.8888888888888888
火曜,plaza_left_near,rightleft_bottomtop,motorbike,9.11111111111111,0.0,0.1111111111111111
水曜,plaza_left_near,rightleft_bottomtop,motorbike,8.8,0.0,0.2
木曜,plaza_left_near,rightleft_bottomtop,motorbike,9.25,0.125,0.0
金曜,plaza_left_near,rightleft_bottomtop,motorbike,10.5,0.125,0.875
土曜,plaza_left_near,rightleft_bottomtop,motorbike,9.0,1.0,0.0
日曜,plaza_left_near,rightleft_bottomtop,motorbike,8.88888888888889,1.0,0.0
月曜,plaza_left_near,rightleft_bottomtop,person,561.1,0.1,0.9
火曜,plaza_left_near,rightleft_bottomtop,person,486.1,0.0,0.1
水曜,plaza_left_near,rightleft_bottomtop,person,491.8,0.0,0.1
木曜,plaza_left_near,rightleft_bottomtop,person,696.6,0.1,0.1
金曜,plaza_left_near,rightleft_bottomtop,person,790.3333333333334,0.1111111111111111,0.8888888888888888
土曜,plaza_left_near,rightleft_bottomtop,person,821.9,1.0,0.0
日曜,plaza_left_near,rightleft_bottomtop,person,861.4,1.0,0.0
月曜,plaza_left_near,rightleft_bottomtop,truck,7.4,0.1,0.9
火曜,plaza_left_near,rightleft_bottomtop,truck,4.0,0.0,0.1
水曜,plaza_left_near,rightleft_bottomtop,truck,6.1,0.0,0.1
木曜,plaza_left_near,rightleft_bottomtop,truck,10.0,0.1,0.1
金曜,plaza_left_near,rightleft_bottomtop,truck,7.0,0.1111111111111111,0.8888888888888888
土曜,plaza_left_near,rightleft_bottomtop,truck,6.111111111111111,1.0,0.0
日曜,plaza_left_near,rightleft_bottomtop,truck,3.2222222222222223,1.0,0.0
月曜,plaza_right_far,leftright_topbottom,bicycle,14.444444444444445,0.1111111111111111,0.8888888888888888
